index,pokedex_number,name,generation,status,fully_evolved,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_number,egg_type_1,egg_type_2
461,386,Deoxys Attack Forme,3,Mythical,1,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,180,20,180,20,150,Slow,1,Undiscovered,
462,386,Deoxys Defense Forme,3,Mythical,1,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,70,160,70,160,90,Slow,1,Undiscovered,
463,386,Deoxys Speed Forme,3,Mythical,1,DNA Pokémon,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,95,90,95,90,180,Slow,1,Undiscovered,
464,387,Turtwig,4,Normal,0,Tiny Leaf Pokémon,1,Grass,,0.4,10.2,2,Overgrow,,Shell Armor,318,55,68,64,45,55,31,Medium Slow,2,Grass,Monster
465,388,Grotle,4,Normal,0,Grove Pokémon,1,Grass,,1.1,97,2,Overgrow,,Shell Armor,405,75,89,85,55,65,36,Medium Slow,2,Grass,Monster
466,389,Torterra,4,Normal,1,Continent Pokémon,2,Grass,Ground,2.2,310,2,Overgrow,,Shell Armor,525,95,109,105,75,85,56,Medium Slow,2,Grass,Monster
467,390,Chimchar,4,Normal,0,Chimp Pokémon,1,Fire,,0.5,6.2,2,Blaze,,Iron Fist,309,44,58,44,58,44,61,Medium Slow,2,Field,Human-Like
468,391,Monferno,4,Normal,0,Playful Pokémon,2,Fire,Fighting,0.9,22,2,Blaze,,Iron Fist,405,64,78,52,78,52,81,Medium Slow,2,Field,Human-Like
469,392,Infernape,4,Normal,1,Flame Pokémon,2,Fire,Fighting,1.2,55,2,Blaze,,Iron Fist,534,76,104,71,104,71,108,Medium Slow,2,Field,Human-Like
470,393,Piplup,4,Normal,0,Penguin Pokémon,1,Water,,0.4,5.2,2,Torrent,,Defiant,314,53,51,53,61,56,40,Medium Slow,2,Field,Water 1
471,394,Prinplup,4,Normal,0,Penguin Pokémon,1,Water,,0.8,23,2,Torrent,,Defiant,405,64,66,68,81,76,50,Medium Slow,2,Field,Water 1
472,395,Empoleon,4,Normal,1,Emperor Pokémon,2,Water,Steel,1.7,84.5,2,Torrent,,Defiant,530,84,86,88,111,101,60,Medium Slow,2,Field,Water 1
473,396,Starly,4,Normal,0,Starling Pokémon,2,Normal,Flying,0.3,2,2,Keen Eye,,Reckless,245,40,55,30,30,30,60,Medium Slow,1,Flying,
474,397,Staravia,4,Normal,0,Starling Pokémon,2,Normal,Flying,0.6,15.5,2,Intimidate,,Reckless,340,55,75,50,40,40,80,Medium Slow,1,Flying,
475,398,Staraptor,4,Normal,1,Predator Pokémon,2,Normal,Flying,1.2,24.9,2,Intimidate,,Reckless,485,85,120,70,50,60,100,Medium Slow,1,Flying,
476,399,Bidoof,4,Normal,0,Plump Mouse Pokémon,1,Normal,,0.5,20,3,Simple,Unaware,Moody,250,59,45,40,35,40,31,Medium Fast,2,Field,Water 1
477,400,Bibarel,4,Normal,1,Beaver Pokémon,2,Normal,Water,1,31.5,3,Simple,Unaware,Moody,410,79,85,60,55,60,71,Medium Fast,2,Field,Water 1
478,401,Kricketot,4,Normal,0,Cricket Pokémon,1,Bug,,0.3,2.2,2,Shed Skin,,Run Away,194,37,25,41,25,41,25,Medium Slow,1,Bug,
479,402,Kricketune,4,Normal,1,Cricket Pokémon,1,Bug,,1,25.5,2,Swarm,,Technician,384,77,85,51,55,51,65,Medium Slow,1,Bug,
480,403,Shinx,4,Normal,0,Flash Pokémon,1,Electric,,0.5,9.5,3,Rivalry,Intimidate,Guts,263,45,65,34,40,34,45,Medium Slow,1,Field,
481,404,Luxio,4,Normal,0,Spark Pokémon,1,Electric,,0.9,30.5,3,Rivalry,Intimidate,Guts,363,60,85,49,60,49,60,Medium Slow,1,Field,
482,405,Luxray,4,Normal,1,Gleam Eyes Pokémon,1,Electric,,1.4,42,3,Rivalry,Intimidate,Guts,523,80,120,79,95,79,70,Medium Slow,1,Field,
483,406,Budew,4,Normal,0,Bud Pokémon,2,Grass,Poison,0.2,1.2,3,Natural Cure,Poison Point,Leaf Guard,280,40,30,35,50,70,55,Medium Slow,1,Undiscovered,
484,407,Roserade,4,Normal,1,Bouquet Pokémon,2,Grass,Poison,0.9,14.5,3,Natural Cure,Poison Point,Technician,515,60,70,65,125,105,90,Medium Slow,2,Fairy,Grass
485,408,Cranidos,4,Normal,0,Head Butt Pokémon,1,Rock,,0.9,31.5,2,Mold Breaker,,Sheer Force,350,67,125,40,30,30,58,Erratic,1,Monster,
486,409,Rampardos,4,Normal,1,Head Butt Pokémon,1,Rock,,1.6,102.5,2,Mold Breaker,,Sheer Force,495,97,165,60,65,50,58,Erratic,1,Monster,
487,410,Shieldon,4,Normal,0,Shield Pokémon,2,Rock,Steel,0.5,57,2,Sturdy,,Soundproof,350,30,42,118,42,88,30,Erratic,1,Monster,
488,411,Bastiodon,4,Normal,1,Shield Pokémon,2,Rock,Steel,1.3,149.5,2,Sturdy,,Soundproof,495,60,52,168,47,138,30,Erratic,1,Monster,
489,412,Burmy,4,Normal,0,Bagworm Pokémon,1,Bug,,0.2,3.4,2,Shed Skin,,Overcoat,224,40,29,45,29,45,36,Medium Fast,1,Bug,
490,413,Wormadam Plant Cloak,4,Normal,0,Bagworm Pokémon,2,Bug,Grass,0.5,6.5,2,Anticipation,,Overcoat,424,60,59,85,79,105,36,Medium Fast,1,Bug,
491,413,Wormadam Sandy Cloak,4,Normal,0,Bagworm Pokémon,2,Bug,Ground,0.5,6.5,2,Anticipation,,Overcoat,424,60,79,105,59,85,36,Medium Fast,1,Bug,
492,413,Wormadam Trash Cloak,4,Normal,0,Bagworm Pokémon,2,Bug,Steel,0.5,6.5,2,Anticipation,,Overcoat,424,60,69,95,69,95,36,Medium Fast,1,Bug,
493,414,Mothim,4,Normal,1,Moth Pokémon,2,Bug,Flying,0.9,23.3,2,Swarm,,Tinted Lens,424,70,94,50,94,50,66,Medium Fast,1,Bug,
494,415,Combee,4,Normal,0,Tiny Bee Pokémon,2,Bug,Flying,0.3,5.5,2,Honey Gather,,Hustle,244,30,30,42,30,42,70,Medium Slow,1,Bug,
495,416,Vespiquen,4,Normal,1,Beehive Pokémon,2,Bug,Flying,1.2,38.5,2,Pressure,,Unnerve,474,70,80,102,80,102,40,Medium Slow,1,Bug,
496,417,Pachirisu,4,Normal,1,EleSquirrel Pokémon,1,Electric,,0.4,3.9,3,Run Away,Pickup,Volt Absorb,405,60,45,70,45,90,95,Medium Fast,2,Fairy,Field
497,418,Buizel,4,Normal,0,Sea Weasel Pokémon,1,Water,,0.7,29.5,2,Swift Swim,,Water Veil,330,55,65,35,60,30,85,Medium Fast,2,Field,Water 1
498,419,Floatzel,4,Normal,1,Sea Weasel Pokémon,1,Water,,1.1,33.5,2,Swift Swim,,Water Veil,495,85,105,55,85,50,115,Medium Fast,2,Field,Water 1
499,420,Cherubi,4,Normal,0,Cherry Pokémon,1,Grass,,0.4,3.3,1,Chlorophyll,,,275,45,35,45,62,53,35,Medium Fast,2,Fairy,Grass
500,421,Cherrim,4,Normal,1,Blossom Pokémon,1,Grass,,0.5,9.3,1,Flower Gift,,,450,70,60,70,87,78,85,Medium Fast,2,Fairy,Grass
501,422,Shellos,4,Normal,0,Sea Slug Pokémon,1,Water,,0.3,6.3,3,Sticky Hold,Storm Drain,Sand Force,325,76,48,48,57,62,34,Medium Fast,2,Amorphous,Water 1
502,423,Gastrodon,4,Normal,1,Sea Slug Pokémon,2,Water,Ground,0.9,29.9,3,Sticky Hold,Storm Drain,Sand Force,475,111,83,68,92,82,39,Medium Fast,2,Amorphous,Water 1
503,424,Ambipom,4,Normal,1,Long Tail Pokémon,1,Normal,,1.2,20.3,3,Technician,Pickup,Skill Link,482,75,100,66,60,66,115,Fast,1,Field,
504,425,Drifloon,4,Normal,0,Balloon Pokémon,2,Ghost,Flying,0.4,1.2,3,Aftermath,Unburden,Flare Boost,348,90,50,34,60,44,70,Fluctuating,1,Amorphous,
505,426,Drifblim,4,Normal,1,Blimp Pokémon,2,Ghost,Flying,1.2,15,3,Aftermath,Unburden,Flare Boost,498,150,80,44,90,54,80,Fluctuating,1,Amorphous,
506,427,Buneary,4,Normal,0,Rabbit Pokémon,1,Normal,,0.4,5.5,3,Run Away,Klutz,Limber,350,55,66,44,44,56,85,Medium Fast,2,Field,Human-Like
507,428,Lopunny,4,Normal,1,Rabbit Pokémon,1,Normal,,1.2,33.3,3,Cute Charm,Klutz,Limber,480,65,76,84,54,96,105,Medium Fast,2,Field,Human-Like
508,428,Mega Lopunny,4,Normal,1,Rabbit Pokémon,2,Normal,Fighting,1.3,28.3,1,Scrappy,,,580,65,136,94,54,96,135,Medium Fast,2,Field,Human-Like
509,429,Mismagius,4,Normal,1,Magical Pokémon,1,Ghost,,0.9,4.4,1,Levitate,,,495,60,60,60,105,105,105,Fast,1,Amorphous,
510,430,Honchkrow,4,Normal,1,Big Boss Pokémon,2,Dark,Flying,0.9,27.3,3,Insomnia,Super Luck,Moxie,505,100,125,52,105,52,71,Medium Slow,1,Flying,
511,431,Glameow,4,Normal,0,Catty Pokémon,1,Normal,,0.5,3.9,3,Limber,Own Tempo,Keen Eye,310,49,55,42,42,37,85,Fast,1,Field,
512,432,Purugly,4,Normal,1,Tiger Cat Pokémon,1,Normal,,1,43.8,3,Thick Fat,Own Tempo,Defiant,452,71,82,64,64,59,112,Fast,1,Field,
513,433,Chingling,4,Normal,0,Bell Pokémon,1,Psychic,,0.2,0.6,1,Levitate,,,285,45,30,50,65,50,45,Fast,1,Undiscovered,
514,434,Stunky,4,Normal,0,Skunk Pokémon,2,Poison,Dark,0.4,19.2,3,Stench,Aftermath,Keen Eye,329,63,63,47,41,41,74,Medium Fast,1,Field,
515,435,Skuntank,4,Normal,1,Skunk Pokémon,2,Poison,Dark,1,38,3,Stench,Aftermath,Keen Eye,479,103,93,67,71,61,84,Medium Fast,1,Field,
516,436,Bronzor,4,Normal,0,Bronze Pokémon,2,Steel,Psychic,0.5,60.5,3,Levitate,Heatproof,Heavy Metal,300,57,24,86,24,86,23,Medium Fast,1,Mineral,
517,437,Bronzong,4,Normal,1,Bronze Bell Pokémon,2,Steel,Psychic,1.3,187,3,Levitate,Heatproof,Heavy Metal,500,67,89,116,79,116,33,Medium Fast,1,Mineral,
518,438,Bonsly,4,Normal,0,Bonsai Pokémon,1,Rock,,0.5,15,3,Sturdy,Rock Head,Rattled,290,50,80,95,10,45,10,Medium Fast,1,Undiscovered,
519,439,Mime Jr.,4,Normal,0,Mime Pokémon,2,Psychic,Fairy,0.6,13,3,Soundproof,Filter,Technician,310,20,25,45,70,90,60,Medium Fast,1,Undiscovered,
520,440,Happiny,4,Normal,0,Playhouse Pokémon,1,Normal,,0.6,24.4,3,Natural Cure,Serene Grace,Friend Guard,220,100,5,5,15,65,30,Fast,1,Undiscovered,
521,441,Chatot,4,Normal,1,Music Note Pokémon,2,Normal,Flying,0.5,1.9,3,Keen Eye,Tangled Feet,Big Pecks,411,76,65,45,92,42,91,Medium Slow,1,Flying,
522,442,Spiritomb,4,Normal,1,Forbidden Pokémon,2,Ghost,Dark,1,108,2,Pressure,,Infiltrator,485,50,92,108,92,108,35,Medium Fast,1,Amorphous,
523,443,Gible,4,Normal,0,Land Shark Pokémon,2,Dragon,Ground,0.7,20.5,2,Sand Veil,,Rough Skin,300,58,70,45,40,45,42,Slow,2,Dragon,Monster
524,444,Gabite,4,Normal,0,Cave Pokémon,2,Dragon,Ground,1.4,56,2,Sand Veil,,Rough Skin,410,68,90,65,50,55,82,Slow,2,Dragon,Monster
525,445,Garchomp,4,Normal,1,Mach Pokémon,2,Dragon,Ground,1.9,95,2,Sand Veil,,Rough Skin,600,108,130,95,80,85,102,Slow,2,Dragon,Monster
526,445,Mega Garchomp,4,Normal,1,Mach Pokémon,2,Dragon,Ground,1.9,95,1,Sand Force,,,700,108,170,115,120,95,92,Slow,2,Dragon,Monster
527,446,Munchlax,4,Normal,0,Big Eater Pokémon,1,Normal,,0.6,105,3,Pickup,Thick Fat,Gluttony,390,135,85,40,40,85,5,Slow,1,Undiscovered,
528,447,Riolu,4,Normal,0,Emanation Pokémon,1,Fighting,,0.7,20.2,3,Steadfast,Inner Focus,Prankster,285,40,70,40,35,40,60,Medium Slow,1,Undiscovered,
529,448,Lucario,4,Normal,1,Aura Pokémon,2,Fighting,Steel,1.2,54,3,Steadfast,Inner Focus,Justified,525,70,110,70,115,70,90,Medium Slow,2,Field,Human-Like
530,448,Mega Lucario,4,Normal,1,Aura Pokémon,2,Fighting,Steel,1.3,57.5,1,Adaptability,,,625,70,145,88,140,70,112,Medium Slow,2,Field,Human-Like
531,449,Hippopotas,4,Normal,1,Hippo Pokémon,1,Ground,,0.8,49.5,2,Sand Stream,,Sand Force,330,68,72,78,38,42,32,Slow,1,Field,
532,450,Hippowdon,4,Normal,1,Heavyweight Pokémon,1,Ground,,2,300,2,Sand Stream,,Sand Force,525,108,112,118,68,72,47,Slow,1,Field,
533,451,Skorupi,4,Normal,0,Scorpion Pokémon,2,Poison,Bug,0.8,12,3,Battle Armor,Sniper,Keen Eye,330,40,50,90,30,55,65,Slow,2,Bug,Water 3
534,452,Drapion,4,Normal,1,Ogre Scorp Pokémon,2,Poison,Dark,1.3,61.5,3,Battle Armor,Sniper,Keen Eye,500,70,90,110,60,75,95,Slow,2,Bug,Water 3
535,453,Croagunk,4,Normal,0,Toxic Mouth Pokémon,2,Poison,Fighting,0.7,23,3,Anticipation,Dry Skin,Poison Touch,300,48,61,40,61,40,50,Medium Fast,1,Human-Like,
536,454,Toxicroak,4,Normal,1,Toxic Mouth Pokémon,2,Poison,Fighting,1.3,44.4,3,Anticipation,Dry Skin,Poison Touch,490,83,106,65,86,65,85,Medium Fast,1,Human-Like,
537,455,Carnivine,4,Normal,1,Bug Catcher Pokémon,1,Grass,,1.4,27,1,Levitate,,,454,74,100,72,90,72,46,Slow,1,Grass,
538,456,Finneon,4,Normal,0,Wing Fish Pokémon,1,Water,,0.4,7,3,Swift Swim,Storm Drain,Water Veil,330,49,49,56,49,61,66,Erratic,1,Water 2,
539,457,Lumineon,4,Normal,1,Neon Pokémon,1,Water,,1.2,24,3,Swift Swim,Storm Drain,Water Veil,460,69,69,76,69,86,91,Erratic,1,Water 2,
540,458,Mantyke,4,Normal,0,Kite Pokémon,2,Water,Flying,1,65,3,Swift Swim,Water Absorb,Water Veil,345,45,20,50,60,120,50,Slow,1,Undiscovered,
541,459,Snover,4,Normal,0,Frost Tree Pokémon,2,Grass,Ice,1,50.5,2,Snow Warning,,Soundproof,334,60,62,50,62,60,40,Slow,2,Grass,Monster
542,460,Abomasnow,4,Normal,1,Frost Tree Pokémon,2,Grass,Ice,2.2,135.5,2,Snow Warning,,Soundproof,494,90,92,75,92,85,60,Slow,2,Grass,Monster
543,460,Mega Abomasnow,4,Normal,1,Frost Tree Pokémon,2,Grass,Ice,2.7,185,1,Snow Warning,,,594,90,132,105,132,105,30,Slow,2,Grass,Monster
544,461,Weavile,4,Normal,1,Sharp Claw Pokémon,2,Dark,Ice,1.1,34,2,Pressure,,Pickpocket,510,70,120,65,45,85,125,Medium Slow,1,Field,
545,462,Magnezone,4,Normal,1,Magnet Area Pokémon,2,Electric,Steel,1.2,180,3,Magnet Pull,Sturdy,Analytic,535,70,70,115,130,90,60,Medium Fast,1,Mineral,
546,463,Lickilicky,4,Normal,1,Licking Pokémon,1,Normal,,1.7,140,3,Own Tempo,Oblivious,Cloud Nine,515,110,85,95,80,95,50,Medium Fast,1,Monster,
547,464,Rhyperior,4,Normal,1,Drill Pokémon,2,Ground,Rock,2.4,282.8,3,Lightning Rod,Solid Rock,Reckless,535,115,140,130,55,55,40,Slow,2,Field,Monster
548,465,Tangrowth,4,Normal,1,Vine Pokémon,1,Grass,,2,128.6,3,Chlorophyll,Leaf Guard,Regenerator,535,100,100,125,110,50,50,Medium Fast,1,Grass,
549,466,Electivire,4,Normal,1,Thunderbolt Pokémon,1,Electric,,1.8,138.6,2,Motor Drive,,Vital Spirit,540,75,123,67,95,85,95,Medium Fast,1,Human-Like,
550,467,Magmortar,4,Normal,1,Blast Pokémon,1,Fire,,1.6,68,2,Flame Body,,Vital Spirit,540,75,95,67,125,95,83,Medium Fast,1,Human-Like,
551,468,Togekiss,4,Normal,1,Jubilee Pokémon,2,Fairy,Flying,1.5,38,3,Hustle,Serene Grace,Super Luck,545,85,50,95,120,115,80,Fast,2,Fairy,Flying
552,469,Yanmega,4,Normal,1,Ogre Darner Pokémon,2,Bug,Flying,1.9,51.5,3,Speed Boost,Tinted Lens,Frisk,515,86,76,86,116,56,95,Medium Fast,1,Bug,
553,470,Leafeon,4,Normal,1,Verdant Pokémon,1,Grass,,1,25.5,2,Leaf Guard,,Chlorophyll,525,65,110,130,60,65,95,Medium Fast,1,Field,
554,471,Glaceon,4,Normal,1,Fresh Snow Pokémon,1,Ice,,0.8,25.9,2,Snow Cloak,,Ice Body,525,65,60,110,130,95,65,Medium Fast,1,Field,
555,472,Gliscor,4,Normal,1,Fang Scorp Pokémon,2,Ground,Flying,2,42.5,3,Hyper Cutter,Sand Veil,Poison Heal,510,75,95,125,45,75,95,Medium Slow,1,Bug,
556,473,Mamoswine,4,Normal,1,Twin Tusk Pokémon,2,Ice,Ground,2.5,291,3,Oblivious,Snow Cloak,Thick Fat,530,110,130,80,70,60,80,Slow,1,Field,
557,474,Porygon-Z,4,Normal,1,Virtual Pokémon,1,Normal,,0.9,34,3,Adaptability,Download,Analytic,535,85,80,70,135,75,90,Medium Fast,1,Mineral,
558,475,Gallade,4,Normal,1,Blade Pokémon,2,Psychic,Fighting,1.6,52,2,Steadfast,,Justified,518,68,125,65,65,115,80,Slow,2,Amorphous,Human-Like
559,475,Mega Gallade,4,Normal,1,Blade Pokémon,2,Psychic,Fighting,1.6,56.4,1,Inner Focus,,,618,68,165,95,65,115,110,Slow,1,Amorphous,
560,476,Probopass,4,Normal,1,Compass Pokémon,2,Rock,Steel,1.4,340,3,Sturdy,Magnet Pull,Sand Force,525,60,55,145,75,150,40,Medium Fast,1,Mineral,
561,477,Dusknoir,4,Normal,1,Gripper Pokémon,1,Ghost,,2.2,106.6,2,Pressure,,Frisk,525,45,100,135,65,135,45,Fast,1,Amorphous,
562,478,Froslass,4,Normal,1,Snow Land Pokémon,2,Ice,Ghost,1.3,26.6,2,Snow Cloak,,Cursed Body,480,70,80,70,80,70,110,Medium Fast,2,Fairy,Mineral
563,479,Rotom,4,Normal,1,Plasma Pokémon,2,Electric,Ghost,0.3,0.3,1,Levitate,,,440,50,50,77,95,77,91,Medium Fast,1,Amorphous,
564,479,Heat Rotom,4,Normal,1,Plasma Pokémon,2,Electric,Fire,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,Medium Fast,1,Amorphous,
565,479,Wash Rotom,4,Normal,1,Plasma Pokémon,2,Electric,Water,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,Medium Fast,1,Amorphous,
566,479,Frost Rotom,4,Normal,1,Plasma Pokémon,2,Electric,Ice,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,Medium Fast,1,Amorphous,
567,479,Fan Rotom,4,Normal,1,Plasma Pokémon,2,Electric,Flying,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,Medium Fast,1,Amorphous,
568,479,Mow Rotom,4,Normal,1,Plasma Pokémon,2,Electric,Grass,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,Medium Fast,1,Amorphous,
569,480,Uxie,4,Sub Legendary,1,Knowledge Pokémon,1,Psychic,,0.3,0.3,1,Levitate,,,580,75,75,130,75,130,95,Slow,1,Undiscovered,
570,481,Mesprit,4,Sub Legendary,1,Emotion Pokémon,1,Psychic,,0.3,0.3,1,Levitate,,,580,80,105,105,105,105,80,Slow,1,Undiscovered,
571,482,Azelf,4,Sub Legendary,1,Willpower Pokémon,1,Psychic,,0.3,0.3,1,Levitate,,,580,75,125,70,125,70,115,Slow,1,Undiscovered,
572,483,Dialga,4,Legendary,1,Temporal Pokémon,2,Steel,Dragon,5.4,683,2,Pressure,,Telepathy,680,100,120,120,150,100,90,Slow,1,Undiscovered,
573,484,Palkia,4,Legendary,1,Spatial Pokémon,2,Water,Dragon,4.2,336,2,Pressure,,Telepathy,680,90,120,100,150,120,100,Slow,1,Undiscovered,
574,485,Heatran,4,Sub Legendary,1,Lava Dome Pokémon,2,Fire,Steel,1.7,430,2,Flash Fire,,Flame Body,600,91,90,106,130,106,77,Slow,1,Undiscovered,
575,486,Regigigas,4,Sub Legendary,1,Colossal Pokémon,1,Normal,,3.7,420,1,Slow Start,,,670,110,160,110,80,110,100,Slow,1,Undiscovered,
576,487,Giratina Altered Forme,4,Legendary,1,Renegade Pokémon,2,Ghost,Dragon,4.5,750,2,Pressure,,Telepathy,680,150,100,120,100,120,90,Slow,1,Undiscovered,
577,487,Giratina Origin Forme,4,Legendary,1,Renegade Pokémon,2,Ghost,Dragon,6.9,650,1,Levitate,,,680,150,120,100,120,100,90,Slow,1,Undiscovered,
578,488,Cresselia,4,Sub Legendary,1,Lunar Pokémon,1,Psychic,,1.5,85.6,1,Levitate,,,600,120,70,120,75,130,85,Slow,1,Undiscovered,
579,489,Phione,4,Mythical,1,Sea Drifter Pokémon,1,Water,,0.4,3.1,1,Hydration,,,480,80,80,80,80,80,80,Slow,2,Fairy,Water 1
580,490,Manaphy,4,Mythical,1,Seafaring Pokémon,1,Water,,0.3,1.4,1,Hydration,,,600,100,100,100,100,100,100,Slow,2,Fairy,Water 1
581,491,Darkrai,4,Mythical,1,Pitch-Black Pokémon,1,Dark,,1.5,50.5,1,Bad Dreams,,,600,70,90,90,135,90,125,Slow,1,Undiscovered,
582,492,Shaymin Land Forme,4,Mythical,1,Gratitude Pokémon,1,Grass,,0.2,2.1,1,Natural Cure,,,600,100,100,100,100,100,100,Medium Slow,1,Undiscovered,
583,492,Shaymin Sky Forme,4,Mythical,1,Gratitude Pokémon,2,Grass,Flying,0.4,5.2,1,Serene Grace,,,600,100,103,75,120,75,127,Medium Slow,1,Undiscovered,
584,493,Arceus,4,Mythical,1,Alpha Pokémon,1,Normal,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,Slow,1,Undiscovered,
585,494,Victini,5,Mythical,1,Victory Pokémon,2,Psychic,Fire,0.4,4,1,Victory Star,,,600,100,100,100,100,100,100,Slow,1,Undiscovered,
586,495,Snivy,5,Normal,0,Grass Snake Pokémon,1,Grass,,0.6,8.1,2,Overgrow,,Contrary,308,45,45,55,45,55,63,Medium Slow,2,Field,Grass
587,496,Servine,5,Normal,0,Grass Snake Pokémon,1,Grass,,0.8,16,2,Overgrow,,Contrary,413,60,60,75,60,75,83,Medium Slow,2,Field,Grass
588,497,Serperior,5,Normal,1,Regal Pokémon,1,Grass,,3.3,63,2,Overgrow,,Contrary,528,75,75,95,75,95,113,Medium Slow,2,Field,Grass
589,498,Tepig,5,Normal,0,Fire Pig Pokémon,1,Fire,,0.5,9.9,2,Blaze,,Thick Fat,308,65,63,45,45,45,45,Medium Slow,1,Field,
590,499,Pignite,5,Normal,0,Fire Pig Pokémon,2,Fire,Fighting,1,55.5,2,Blaze,,Thick Fat,418,90,93,55,70,55,55,Medium Slow,1,Field,
591,500,Emboar,5,Normal,1,Mega Fire Pig Pokémon,2,Fire,Fighting,1.6,150,2,Blaze,,Reckless,528,110,123,65,100,65,65,Medium Slow,1,Field,
592,501,Oshawott,5,Normal,1,Sea Otter Pokémon,1,Water,,0.5,5.9,2,Torrent,,Shell Armor,308,55,55,45,63,45,45,Medium Slow,1,Field,
593,502,Dewott,5,Normal,1,Discipline Pokémon,1,Water,,0.8,24.5,2,Torrent,,Shell Armor,413,75,75,60,83,60,60,Medium Slow,1,Field,
594,503,Samurott,5,Normal,1,Formidable Pokémon,1,Water,,1.5,94.6,2,Torrent,,Shell Armor,528,95,100,85,108,70,70,Medium Slow,1,Field,
595,504,Patrat,5,Normal,0,Scout Pokémon,1,Normal,,0.5,11.6,3,Run Away,Keen Eye,Analytic,255,45,55,39,35,39,42,Medium Fast,1,Field,
596,505,Watchog,5,Normal,1,Lookout Pokémon,1,Normal,,1.1,27,3,Illuminate,Keen Eye,Analytic,420,60,85,69,60,69,77,Medium Fast,1,Field,
597,506,Lillipup,5,Normal,0,Puppy Pokémon,1,Normal,,0.4,4.1,3,Vital Spirit,Pickup,Run Away,275,45,60,45,25,45,55,Medium Slow,1,Field,
598,507,Herdier,5,Normal,1,Loyal Dog Pokémon,1,Normal,,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,370,65,80,65,35,65,60,Medium Slow,1,Field,
599,508,Stoutland,5,Normal,1,Big-Hearted Pokémon,1,Normal,,1.2,61,3,Intimidate,Sand Rush,Scrappy,500,85,110,90,45,90,80,Medium Slow,1,Field,
600,509,Purrloin,5,Normal,0,Devious Pokémon,1,Dark,,0.4,10.1,3,Limber,Unburden,Prankster,281,41,50,37,50,37,66,Medium Fast,1,Field,
601,510,Liepard,5,Normal,1,Cruel Pokémon,1,Dark,,1.1,37.5,3,Limber,Unburden,Prankster,446,64,88,50,88,50,106,Medium Fast,1,Field,
602,511,Pansage,5,Normal,0,Grass Monkey Pokémon,1,Grass,,0.6,10.5,2,Gluttony,,Overgrow,316,50,53,48,53,48,64,Medium Fast,1,Field,
603,512,Simisage,5,Normal,1,Thorn Monkey Pokémon,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,498,75,98,63,98,63,101,Medium Fast,1,Field,
604,513,Pansear,5,Normal,0,High Temp Pokémon,1,Fire,,0.6,11,2,Gluttony,,Blaze,316,50,53,48,53,48,64,Medium Fast,1,Field,
605,514,Simisear,5,Normal,1,Ember Pokémon,1,Fire,,1,28,2,Gluttony,,Blaze,498,75,98,63,98,63,101,Medium Fast,1,Field,
606,515,Panpour,5,Normal,0,Spray Pokémon,1,Water,,0.6,13.5,2,Gluttony,,Torrent,316,50,53,48,53,48,64,Medium Fast,1,Field,
607,516,Simipour,5,Normal,1,Geyser Pokémon,1,Water,,1,29,2,Gluttony,,Torrent,498,75,98,63,98,63,101,Medium Fast,1,Field,
608,517,Munna,5,Normal,0,Dream Eater Pokémon,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292,76,25,45,67,55,24,Fast,1,Field,
609,518,Musharna,5,Normal,1,Drowsing Pokémon,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487,116,55,85,107,95,29,Fast,1,Field,
610,519,Pidove,5,Normal,0,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,Medium Slow,1,Flying,
611,520,Tranquill,5,Normal,0,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,Medium Slow,1,Flying,
612,521,Unfezant,5,Normal,1,Proud Pokémon,2,Normal,Flying,1.2,29,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,Medium Slow,1,Flying,
613,522,Blitzle,5,Normal,0,Electrified Pokémon,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,Medium Fast,1,Field,
614,523,Zebstrika,5,Normal,1,Thunderbolt Pokémon,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,Medium Fast,1,Field,
615,524,Roggenrola,5,Normal,0,Mantle Pokémon,1,Rock,,0.4,18,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,Medium Slow,1,Mineral,
